42.47285061284287, -76.45136899305979, 1680005400
42.47351845884606, -76.45136899305979, 1680005700
42.50077750516792, -76.47562986201527, 1680006000
42.53903817202470, -76.49334559667642, 1680006300
42.58493506274954, -76.58827208642764, 1680006600
42.70177759375375, -76.67590158905410, 1680006900
42.71628019108655, -76.70886258976928, 1680007200
42.74443010852838, -76.69907235588848, 1680007500
42.77774510232118, -76.71084570777322, 1680007800
42.9671746,-76.7405856, 1680008100
42.9670417,-76.7408771, 1680008400
42.9676677,-76.7397183, 1680008700
42.9693848,-76.7402452, 1680009000
42.9693646,-76.740237, 1680009300
42.9693589,-76.7402414, 1680009600
42.9703963,-76.7387581, 1680009901
42.9687463,-76.7389551, 1680010200
42.9671844,-76.7405539, 1680010500
42.9671309,-76.7405992, 1680010800
42.9671241,-76.7405886, 1680011100
42.9671241,-76.7405886, 1680011400
42.958622,-76.752589, 1680011700
42.958622,-76.752589, 1680012000
42.958067,-76.821326, 1680012300
42.958067,-76.821326, 1680012600
43.0750712,-76.8724258, 1680012900
43.1775279,-76.8870868, 1680013200
43.2220327,-76.9097119, 1680013500
43.2235879,-76.9267151, 1680013800
43.2165186,-76.9515081, 1680014101
43.2165211,-76.9515237, 1680014400
43.2729979,-76.9751319, 1680014700
43.2768187,-76.9740039, 1680015000
43.277338,-76.9740034, 1680015300
43.2772559,-76.9740359, 1680015600
43.2745858,-76.9742484, 1680015900
43.2738493,-76.9746772, 1680016200
43.2738493,-76.9746772, 1680016500
43.262747,-77.0642263, 1680016800
43.2331524,-77.201485, 1680017100
43.226267,-77.3043166, 1680017400
43.2293993,-77.3074928, 1680017700
43.2144085,-77.4794078, 1680018001
43.1964718,-77.5723655, 1680018300
43.2131644,-77.6387819, 1680018600
43.2424062,-77.6465211, 1680018900
43.2423624,-77.6473548, 1680019200
43.2423624,-77.6473548, 1680019500
43.3018539,-77.7207064, 1680019801
43.3183995,-77.7259235, 1680020100
43.3183837,-77.7259372, 1680020400
43.3201548,-77.7259466, 1680020700
43.3202735,-77.72641, 1680021000
43.3202322,-77.7254424, 1680021300
43.3203889,-77.7246414, 1680021600
43.3205804,-77.723543, 1680021900
43.3207697,-77.7228041, 1680022200
43.3210596,-77.7221666, 1680022500
43.3220221,-77.722064, 1680022800
43.3221885,-77.7224778, 1680023100
43.3219406,-77.7231817, 1680023400
43.3217094,-77.7238393, 1680023700
43.3215332,-77.7240029, 1680024000
43.3209649,-77.7250609, 1680024300
43.3200751,-77.7257069, 1680024600
43.3183509,-77.7258364, 1680024900
43.3018539,-77.7207064, 1680025200
43.2991901,-77.7162519, 1680025500
43.3036511,-77.7162732, 1680025800
43.3036438,-77.7162717, 1680026100
43.3036388,-77.7162683, 1680026400
43.3036457,-77.7162553, 1680026700
43.3036401,-77.7162511, 1680027000
43.3036353,-77.7162572, 1680027300
43.3036356,-77.7162565, 1680027600
43.3036274,-77.7162773, 1680027900
43.3036216,-77.7162644, 1680028201
43.3036292,-77.7162615, 1680028500
43.3036189,-77.7162661, 1680028800
43.3036422,-77.7162521, 1680029100
43.3035649,-77.7160199, 1680029400
43.3018539,-77.7207064, 1680029700
43.3074867,-77.7029393, 1680030000
43.3084598,-77.7025729, 1680030300
43.308523,-77.7024912, 1680030600
43.3076923,-77.704119, 1680030900
43.3076879,-77.7041241, 1680031200
43.3311094,-77.7413428, 1680031500
43.337444,-77.8203523, 1680031800
43.3365446,-77.8309673, 1680032100
43.3365341,-77.8309393, 1680032400
43.3369043,-77.8573637, 1680032700
43.3134195,-77.9169812, 1680033000
43.2961779,-77.9689582, 1680033300
43.2903444,-78.0370052, 1680033600
43.2883556,-78.1018406, 1680033900
43.2868346,-78.1917819, 1680034200
