Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S132033514,Snow Goose,Anser caerulescens,252,2,US-NY,Cayuga,L686257,Lake Rd. fields,42.7107074,-76.6894597,2023-03-28,8:02 AM,eBird - Casual Observation,,0,,,3,,,,
S132036963,Canada Goose,Branta canadensis,319,4,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,Canada Goose,Branta canadensis,319,4,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Canada Goose,Branta canadensis,319,30,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132042785,Canada Goose,Branta canadensis,319,30,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132045524,Canada Goose,Branta canadensis,319,5,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132048957,Canada Goose,Branta canadensis,319,6,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132067788,Mute Swan,Cygnus olor,353,30,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Mute Swan,Cygnus olor,353,5,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132045524,Mute Swan,Cygnus olor,353,20,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132042785,Blue-winged Teal,Spatula discors,450,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132042785,Northern Shoveler,Spatula clypeata,464,30,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132067788,Gadwall,Mareca strepera,468,10,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132045524,Gadwall,Mareca strepera,468,2,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132067788,American Wigeon,Mareca americana,477,5,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132042785,American Wigeon,Mareca americana,477,15,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132062378,Mallard,Anas platyrhynchos,505,1,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132042785,Mallard,Anas platyrhynchos,505,5,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132042785,American Black Duck,Anas rubripes,527,5,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132042785,Northern Pintail,Anas acuta,548,100,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132042785,Eurasian/Green-winged Teal,Anas crecca,563,100,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132036963,Canvasback,Aythya valisineria,616,300,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132042785,Canvasback,Aythya valisineria,616,300,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132070231,Redhead,Aythya americana,617,5,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132042785,Redhead,Aythya americana,617,5,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132042785,Ring-necked Duck,Aythya collaris,623,10,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132045524,Lesser Scaup,Aythya affinis,649,50,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132048957,Lesser Scaup,Aythya affinis,649,2,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132048957,White-winged Scoter,Melanitta deglandi,678,50,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132048957,Long-tailed Duck,Clangula hyemalis,688,30,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132036963,Bufflehead,Bucephala albeola,689,10,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,Bufflehead,Bucephala albeola,689,12,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132070231,Bufflehead,Bucephala albeola,689,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132042785,Bufflehead,Bucephala albeola,689,10,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132045524,Bufflehead,Bucephala albeola,689,4,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132036963,Hooded Merganser,Lophodytes cucullatus,700,4,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132042785,Hooded Merganser,Lophodytes cucullatus,700,1,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132067788,Goosander,Mergus merganser,708,5,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132045524,Goosander,Mergus merganser,708,5,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132036963,Red-breasted Merganser,Mergus serrator,716,2,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,Red-breasted Merganser,Mergus serrator,716,40,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132070231,Red-breasted Merganser,Mergus serrator,716,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132048957,Red-breasted Merganser,Mergus serrator,716,50,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132067788,Slavonian Grebe,Podiceps auritus,1824,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132048957,Slavonian Grebe,Podiceps auritus,1824,2,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132070231,Red-necked Grebe,Podiceps grisegena,1827,3,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132036963,Mourning Dove,Zenaida macroura,2405,2,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,Mourning Dove,Zenaida macroura,2405,2,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Mourning Dove,Zenaida macroura,2405,2,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Mourning Dove,Zenaida macroura,2405,2,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132070231,Mourning Dove,Zenaida macroura,2405,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132042785,Mourning Dove,Zenaida macroura,2405,5,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132031875,Mourning Dove,Zenaida macroura,2405,2,US-NY,Tompkins,L16543851,"3 Sanctuary Drive, Ithaca",42.4726128,-76.451448,2023-03-28,7:24 AM,eBird - Stationary Count,5,1,,,3,,,Last checklist at 3 sanctuary drive!,
S132048957,Mourning Dove,Zenaida macroura,2405,1,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132067788,American Coot,Fulica americana,5418,10,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Sandhill Crane,Antigone canadensis,5626,5,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132042785,Sandhill Crane,Antigone canadensis,5626,1,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132067788,Killdeer,Charadrius vociferus,5866,2,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Killdeer,Charadrius vociferus,5866,1,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132073295,Killdeer,Charadrius vociferus,5866,5,US-NY,Monroe,L3961448,North Hamlin Rd. fields,43.3365323,-77.8318002,2023-03-28,3:35 PM,eBird - Stationary Count,10,1,,,3,,,,
S132098385,American Woodcock,Scolopax minor,6064,3,CA-ON,Hamilton,L2093687,Hamilton--McMaster Forest,43.2465782,-79.9518013,2023-03-28,8:22 PM,eBird - Traveling Count,21,1,0.27,,2,,,,554429481 554429491
S132073295,Wilson's Snipe,Gallinago delicata,6086,4,US-NY,Monroe,L3961448,North Hamlin Rd. fields,43.3365323,-77.8318002,2023-03-28,3:35 PM,eBird - Stationary Count,10,1,,,3,,,,
S132036963,Ring-billed Gull,Larus delawarensis,6427,5,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,Ring-billed Gull,Larus delawarensis,6427,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Ring-billed Gull,Larus delawarensis,6427,30,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132042785,Ring-billed Gull,Larus delawarensis,6427,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132045524,Ring-billed Gull,Larus delawarensis,6427,4,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132048957,Ring-billed Gull,Larus delawarensis,6427,10,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132034459,Herring Gull,Larus argentatus,6440,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Herring Gull,Larus argentatus,6440,20,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Herring Gull,Larus argentatus,6440,1,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132042785,Herring Gull,Larus argentatus,6440,1,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132048957,Herring Gull,Larus argentatus,6440,2,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132067788,Great Black-backed Gull,Larus marinus,6499,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Red-throated Diver,Gavia stellata,6714,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132034459,Great Northern Diver,Gavia immer,6720,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Great Northern Diver,Gavia immer,6720,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Great Northern Diver,Gavia immer,6720,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132048957,Great Northern Diver,Gavia immer,6720,2,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132067788,Double-crested Cormorant,Nannopterum auritum,7188,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132048957,Double-crested Cormorant,Nannopterum auritum,7188,1,US-NY,Wayne,L834654,"Sodus Bay, Sodus Point",43.2748307,-76.9732189,2023-03-28,10:45 AM,eBird - Traveling Count,21,1,0.77,,3,,,,
S132042785,Great Blue Heron,Ardea herodias,7291,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132035435,Turkey Vulture,Cathartes aura,7550,1,US-NY,Cayuga,L23264308,"161 Cayuga Street, Union Springs, New York, US (42.842, -76.692)",42.8417583,-76.692129,2023-03-28,8:30 AM,eBird - Casual Observation,,0,,,3,,,,
S132036963,Turkey Vulture,Cathartes aura,7550,3,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132067788,Turkey Vulture,Cathartes aura,7550,70,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,551923091 551923221
S132062378,Turkey Vulture,Cathartes aura,7550,4,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132073295,Turkey Vulture,Cathartes aura,7550,2,US-NY,Monroe,L3961448,North Hamlin Rd. fields,43.3365323,-77.8318002,2023-03-28,3:35 PM,eBird - Stationary Count,10,1,,,3,,,,
S132042785,Turkey Vulture,Cathartes aura,7550,2,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132045524,Turkey Vulture,Cathartes aura,7550,2,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132035114,Osprey,Pandion haliaetus,7565,1,US-NY,Cayuga,L276331,Aurora High Banks (MacKenzie-Childs bluffs),42.7778992,-76.7108037,2023-03-28,8:26 AM,eBird - Casual Observation,,0,,,1,,,,
S132034459,Osprey,Pandion haliaetus,7565,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132042785,Osprey,Pandion haliaetus,7565,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132067788,Northern Harrier,Circus hudsonius,7873,2,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132042785,Northern Harrier,Circus hudsonius,7873,1,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132036963,Bald Eagle,Haliaeetus leucocephalus,8105,1,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132067788,Bald Eagle,Haliaeetus leucocephalus,8105,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132042785,Bald Eagle,Haliaeetus leucocephalus,8105,1,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132067788,Red-shouldered Hawk,Buteo lineatus,8205,6,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,551923011 551923171
S132067788,Red-tailed Hawk,Buteo jamaicensis,8233,6,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Red-tailed Hawk,Buteo jamaicensis,8233,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132073295,Red-tailed Hawk,Buteo jamaicensis,8233,1,US-NY,Monroe,L3961448,North Hamlin Rd. fields,43.3365323,-77.8318002,2023-03-28,3:35 PM,eBird - Stationary Count,10,1,,,3,,,,
S132062378,Northern Saw-whet Owl,Aegolius acadicus,9015,0,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132036963,Red-bellied Woodpecker,Melanerpes carolinus,10887,1,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132067788,Red-bellied Woodpecker,Melanerpes carolinus,10887,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Red-bellied Woodpecker,Melanerpes carolinus,10887,2,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132070231,Red-bellied Woodpecker,Melanerpes carolinus,10887,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132034459,Downy Woodpecker,Dryobates pubescens,11083,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Downy Woodpecker,Dryobates pubescens,11083,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Downy Woodpecker,Dryobates pubescens,11083,3,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132042785,Downy Woodpecker,Dryobates pubescens,11083,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132062378,Hairy Woodpecker,Dryobates villosus,11110,1,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132067788,Pileated Woodpecker,Dryocopus pileatus,11435,1,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132070231,Pileated Woodpecker,Dryocopus pileatus,11435,1,US-NY,Monroe,L458871,Braddock Bay--South Marina,43.3060838,-77.7083373,2023-03-28,3:02 PM,eBird - Traveling Count,13,1,0.18,,3,,,,
S132036963,Northern Flicker,Colaptes auratus,11572,2,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132062378,Northern Flicker,Colaptes auratus,11572,3,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132042785,Northern Flicker,Colaptes auratus,11572,2,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132034459,Blue Jay,Cyanocitta cristata,20786,1,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
S132067788,Blue Jay,Cyanocitta cristata,20786,2,US-NY,Monroe,L109138,Braddock Bay Park--Hawk Watch,43.30365,-77.7163028,2023-03-28,1:47 PM,eBird - Traveling Count,61,1,0.13,,5,,,,
S132062378,Blue Jay,Cyanocitta cristata,20786,2,US-NY,Monroe,L390730,Braddock Bay--Owl Woods,43.3201355,-77.7264261,2023-03-28,12:11 PM,eBird - Traveling Count,86,1,1.56,,4,,,,
S132073295,Blue Jay,Cyanocitta cristata,20786,2,US-NY,Monroe,L3961448,North Hamlin Rd. fields,43.3365323,-77.8318002,2023-03-28,3:35 PM,eBird - Stationary Count,10,1,,,3,,,,
S132042785,Blue Jay,Cyanocitta cristata,20786,3,US-NY,Seneca,L462778,Montezuma NWR--Visitor Center area,42.9669441,-76.7409772,2023-03-28,8:54 AM,eBird - Traveling Count,48,1,0.99,,3,,,,
S132031875,Blue Jay,Cyanocitta cristata,20786,1,US-NY,Tompkins,L16543851,"3 Sanctuary Drive, Ithaca",42.4726128,-76.451448,2023-03-28,7:24 AM,eBird - Stationary Count,5,1,,,3,,,Last checklist at 3 sanctuary drive!,
S132045524,Blue Jay,Cyanocitta cristata,20786,1,US-NY,Wayne,L349803,"Sodus Bay, Old Ridge Rd. Bridge",43.2233124,-76.9287318,2023-03-28,10:26 AM,eBird - Stationary Count,3,1,,,3,,,,
S132036963,American Crow,Corvus brachyrhynchos,21054,1,US-NY,Cayuga,L99626,Cayuga Lock and River Rd.,42.9468066,-76.7347652,2023-03-28,8:41 AM,eBird - Stationary Count,6,1,,,3,,,,
S132034459,American Crow,Corvus brachyrhynchos,21054,3,US-NY,Cayuga,L351196,Long Point SP (Cayuga Lake),42.7154101,-76.7102551,2023-03-28,8:09 AM,eBird - Traveling Count,5,1,0.27,,3,,,,
