Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S136631924,Ash-throated Flycatcher,Myiarchus cinerascens,16898,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Ash-throated Flycatcher,Myiarchus cinerascens,16898,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136641756,Cassin's Kingbird,Tyrannus vociferans,17032,1,US-AZ,Coconino,L24143022,"Desert View Drive, Cameron, Arizona, US (35.936, -111.652)",35.9359786,-111.6516086,2023-05-08,9:57 AM,eBird - Traveling Count,11,1,0.34,,2,,,,
S136641895,Cassin's Kingbird,Tyrannus vociferans,17032,3,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136683323,Western Kingbird,Tyrannus verticalis,17038,1,US-AZ,Mohave,L24155335,"Pratt Street, Fredonia, Arizona, US (36.945, -112.538)",36.9453589,-112.5375421,2023-05-08,3:06 PM,eBird - Casual Observation,,0,,,3,,,,
S136610577,Plumbeous Vireo,Vireo plumbeus,18763,2,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136617757,Plumbeous Vireo,Vireo plumbeus,18763,3,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136652938,Plumbeous Vireo,Vireo plumbeus,18763,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,570006701 570006711 570006851
S136631924,Pinyon Jay,Gymnorhinus cyanocephalus,20765,5,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136631924,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,20805,3,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136671176,Common Raven,Corvus corax,21121,1,US-AZ,Coconino,L821559,Glen Canyon NRA--Navajo Bridge,36.817626,-111.6312477,2023-05-08,12:42 PM,eBird - Traveling Count,16,1,0.31,,3,,,,
S136631924,Common Raven,Corvus corax,21121,3,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Common Raven,Corvus corax,21121,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136652938,Common Raven,Corvus corax,21121,2,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136716524,Common Raven,Corvus corax,21121,1,US-UT,Garfield,L6096715,Bryce Canyon NP--Piracy Point,37.5463552,-112.2445571,2023-05-08,7:19 PM,eBird - Traveling Count,26,1,0.78,,3,,,,
S136710242,Common Raven,Corvus corax,21121,1,US-UT,Kane,L13554106,Bryce Canyon NP--Rainbow Point,37.4758475,-112.2408562,2023-05-08,6:29 PM,eBird - Casual Observation,,0,,,3,,Pointed to the raven on her own as soon as we parked!,,
S136712806,Common Raven,Corvus corax,21121,1,US-UT,Kane,L13554106,Bryce Canyon NP--Rainbow Point,37.4758475,-112.2408562,2023-05-08,6:40 PM,eBird - Traveling Count,24,1,0.95,,3,,,,
S136686840,Common Raven,Corvus corax,21121,1,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:18 PM,eBird - Traveling Count,25,1,0.46,,3,,,,
S136689979,Common Raven,Corvus corax,21121,1,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:49 PM,eBird - Traveling Count,19,1,3.07,,3,,,,
S136631924,Mountain Chickadee,Poecile gambeli,21575,2,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136716524,Mountain Chickadee,Poecile gambeli,21575,1,US-UT,Garfield,L6096715,Bryce Canyon NP--Piracy Point,37.5463552,-112.2445571,2023-05-08,7:19 PM,eBird - Traveling Count,26,1,0.78,,3,,,,
S136683323,Northern Rough-winged Swallow,Stelgidopteryx serripennis,23494,1,US-AZ,Mohave,L24155335,"Pratt Street, Fredonia, Arizona, US (36.945, -112.538)",36.9453589,-112.5375421,2023-05-08,3:06 PM,eBird - Casual Observation,,0,,,3,,,,
S136610577,Violet-green Swallow,Tachycineta thalassina,23543,4,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136671176,Violet-green Swallow,Tachycineta thalassina,23543,3,US-AZ,Coconino,L821559,Glen Canyon NRA--Navajo Bridge,36.817626,-111.6312477,2023-05-08,12:42 PM,eBird - Traveling Count,16,1,0.31,,3,,,,
S136631924,Violet-green Swallow,Tachycineta thalassina,23543,20,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Violet-green Swallow,Tachycineta thalassina,23543,6,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136689979,Barn Swallow,Hirundo rustica,23610,1,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:49 PM,eBird - Traveling Count,19,1,3.07,,3,,,,
S136652938,Cliff Swallow,Petrochelidon pyrrhonota,23704,2,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136683323,swallow sp.,Hirundinidae sp.,23771,10,US-AZ,Mohave,L24155335,"Pratt Street, Fredonia, Arizona, US (36.945, -112.538)",36.9453589,-112.5375421,2023-05-08,3:06 PM,eBird - Casual Observation,,0,,,3,,,,
S136631924,Bushtit,Psaltriparus minimus,24702,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136652938,Ruby-crowned Kinglet,Corthylio calendula,26270,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136617757,Red-breasted Nuthatch,Sitta canadensis,26353,1,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136610577,White-breasted Nuthatch,Sitta carolinensis,26356,5,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,White-breasted Nuthatch,Sitta carolinensis,26356,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Brown Creeper,Certhia americana,26441,1,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136652938,Blue-grey Gnatcatcher,Polioptila caerulea,26546,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136641756,Rock Wren,Salpinctes obsoletus,26573,3,US-AZ,Coconino,L24143022,"Desert View Drive, Cameron, Arizona, US (35.936, -111.652)",35.9359786,-111.6516086,2023-05-08,9:57 AM,eBird - Traveling Count,11,1,0.34,,2,,,,
S136671176,Rock Wren,Salpinctes obsoletus,26573,3,US-AZ,Coconino,L821559,Glen Canyon NRA--Navajo Bridge,36.817626,-111.6312477,2023-05-08,12:42 PM,eBird - Traveling Count,16,1,0.31,,3,,,,
S136631924,Rock Wren,Salpinctes obsoletus,26573,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136641895,Rock Wren,Salpinctes obsoletus,26573,1,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136652938,Rock Wren,Salpinctes obsoletus,26573,5,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136610577,House Wren,Troglodytes aedon,26614,5,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136617757,House Wren,Troglodytes aedon,26614,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136641895,House Wren,Troglodytes aedon,26614,1,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136652938,House Wren,Troglodytes aedon,26614,2,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136641895,Northern Mockingbird,Mimus polyglottos,27525,2,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136610577,Western Bluebird,Sialia mexicana,27545,6,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,Western Bluebird,Sialia mexicana,27545,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136610577,Hermit Thrush,Catharus guttatus,27739,1,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136610577,American Robin,Turdus migratorius,27969,3,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,American Robin,Turdus migratorius,27969,2,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136671176,House Sparrow,Passer domesticus,30886,3,US-AZ,Coconino,L821559,Glen Canyon NRA--Navajo Bridge,36.817626,-111.6312477,2023-05-08,12:42 PM,eBird - Traveling Count,16,1,0.31,,3,,,,
S136683323,House Sparrow,Passer domesticus,30886,1,US-AZ,Mohave,L24155335,"Pratt Street, Fredonia, Arizona, US (36.945, -112.538)",36.9453589,-112.5375421,2023-05-08,3:06 PM,eBird - Casual Observation,,0,,,3,,,,
S136671176,House Finch,Haemorhous mexicanus,31648,4,US-AZ,Coconino,L821559,Glen Canyon NRA--Navajo Bridge,36.817626,-111.6312477,2023-05-08,12:42 PM,eBird - Traveling Count,16,1,0.31,,3,,,,
S136652938,House Finch,Haemorhous mexicanus,31648,15,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136686840,House Finch,Haemorhous mexicanus,31648,1,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:18 PM,eBird - Traveling Count,25,1,0.46,,3,,,,
S136617757,Cassin's Finch,Haemorhous cassinii,31667,1,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136716524,Cassin's Finch,Haemorhous cassinii,31667,1,US-UT,Garfield,L6096715,Bryce Canyon NP--Piracy Point,37.5463552,-112.2445571,2023-05-08,7:19 PM,eBird - Traveling Count,26,1,0.78,,3,,,,
S136610577,Pine Siskin,Spinus pinus,31931,4,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136610577,Chipping Sparrow,Spizella passerina,32315,5,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,Chipping Sparrow,Spizella passerina,32315,10,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136652938,Chipping Sparrow,Spizella passerina,32315,5,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136641756,Brewer's Sparrow,Spizella breweri,32333,1,US-AZ,Coconino,L24143022,"Desert View Drive, Cameron, Arizona, US (35.936, -111.652)",35.9359786,-111.6516086,2023-05-08,9:57 AM,eBird - Traveling Count,11,1,0.34,,2,,,,
S136689979,Brewer's Sparrow,Spizella breweri,32333,2,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:49 PM,eBird - Traveling Count,19,1,3.07,,3,,,,
S136641756,Black-throated Sparrow,Amphispiza bilineata,32343,1,US-AZ,Coconino,L24143022,"Desert View Drive, Cameron, Arizona, US (35.936, -111.652)",35.9359786,-111.6516086,2023-05-08,9:57 AM,eBird - Traveling Count,11,1,0.34,,2,,,,
S136641895,Black-throated Sparrow,Amphispiza bilineata,32343,4,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136652938,Black-throated Sparrow,Amphispiza bilineata,32343,2,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136652938,Lark Sparrow,Chondestes grammacus,32354,3,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136631924,Dark-eyed Junco,Junco hyemalis,32449,5,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Dark-eyed Junco,Junco hyemalis,32449,5,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136641895,White-crowned Sparrow,Zonotrichia leucophrys,32512,2,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136652938,Green-tailed Towhee,Pipilo chlorurus,32712,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136631924,Spotted Towhee,Pipilo maculatus,32713,5,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Spotted Towhee,Pipilo maculatus,32713,1,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136683323,Spotted Towhee,Pipilo maculatus,32713,1,US-AZ,Mohave,L24155335,"Pratt Street, Fredonia, Arizona, US (36.945, -112.538)",36.9453589,-112.5375421,2023-05-08,3:06 PM,eBird - Casual Observation,,0,,,3,,,,
S136686840,Red-winged Blackbird,Agelaius phoeniceus,33101,2,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:18 PM,eBird - Traveling Count,25,1,0.46,,3,,,,
S136689979,Red-winged Blackbird,Agelaius phoeniceus,33101,2,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:49 PM,eBird - Traveling Count,19,1,3.07,,3,,,,
S136631924,Brown-headed Cowbird,Molothrus ater,33157,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136641895,Brown-headed Cowbird,Molothrus ater,33157,6,US-AZ,Coconino,L24143053,"Old Highway 64, Cameron, Arizona, US (35.937, -111.661)",35.9374872,-111.6613794,2023-05-08,9:38 AM,eBird - Traveling Count,16,1,0.63,,2,,,,
S136686840,Great-tailed Grackle,Quiscalus mexicanus,33188,1,US-UT,Kane,L3493183,Jackson Flat Reservoir,37.0155192,-112.5183892,2023-05-08,3:18 PM,eBird - Traveling Count,25,1,0.46,,3,,,,
S136652938,Northern Waterthrush,Parkesia noveboracensis,33276,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,571982711
S136631924,Orange-crowned Warbler,Leiothlypis celata,33296,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136652938,Lucy's Warbler,Leiothlypis luciae,33303,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,570006781
S136631924,Virginia's Warbler,Leiothlypis virginiae,33309,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Virginia's Warbler,Leiothlypis virginiae,33309,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,571982391
S136652938,Common Yellowthroat,Geothlypis trichas,33348,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136652938,Yellow Warbler,Setophaga petechia,33404,20,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136696644,Yellow Warbler,Setophaga petechia,33404,1,US-UT,Kane,L915603,Mt. Carmel WTP,37.2350778,-112.6771116,2023-05-08,4:53 PM,eBird - Stationary Count,3,1,,,3,,,,
S136610577,Yellow-rumped Warbler,Setophaga coronata,33469,5,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,Yellow-rumped Warbler,Setophaga coronata,33469,3,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Yellow-rumped Warbler,Setophaga coronata,33469,7,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136652938,Yellow-rumped Warbler,Setophaga coronata,33469,3,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136716524,Yellow-rumped Warbler,Setophaga coronata,33469,1,US-UT,Garfield,L6096715,Bryce Canyon NP--Piracy Point,37.5463552,-112.2445571,2023-05-08,7:19 PM,eBird - Traveling Count,26,1,0.78,,3,,,,
S136610577,Grace's Warbler,Setophaga graciae,33498,3,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136631924,Grace's Warbler,Setophaga graciae,33498,1,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,
S136617757,Grace's Warbler,Setophaga graciae,33498,3,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136631924,Black-throated Grey Warbler,Setophaga nigrescens,33504,3,US-AZ,Coconino,L849905,Grand Canyon NP--Desert View,36.043044,-111.8261862,2023-05-08,7:01 AM,eBird - Traveling Count,74,1,2.39,,3,,,,573122201
S136617757,Black-throated Grey Warbler,Setophaga nigrescens,33504,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,571982451
S136652938,Wilson's Warbler,Cardellina pusilla,33643,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136610577,Western Tanager,Piranga ludoviciana,33735,2,US-AZ,Coconino,L24137371,"Fire Road 310, Grand Canyon Village, Arizona, US (35.965, -111.967)",35.9646025,-111.9670257,2023-05-08,5:27 AM,eBird - Traveling Count,22,1,1.01,,1,,,,
S136617757,Western Tanager,Piranga ludoviciana,33735,1,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136617757,Black-headed Grosbeak,Pheucticus melanocephalus,33855,2,US-AZ,Coconino,L2224125,Grand Canyon NP--Hearst Tanks,35.9782677,-111.9830243,2023-05-08,6:01 AM,eBird - Traveling Count,40,1,1.08,,3,,,,
S136652938,Lazuli Bunting,Passerina amoena,33903,1,US-AZ,Coconino,L1180903,Tappan Spring,35.8584999,-111.4430298,2023-05-08,10:24 AM,eBird - Traveling Count,62,1,1.39,,3,,,,
S136808365,Canada Goose,Branta canadensis,319,8,US-UT,Garfield,L24177245,"590 U.S. 89, Hatch, Utah, US (37.662, -112.429)",37.6615838,-112.4286844,2023-05-09,1:40 PM,eBird - Traveling Count,6,1,0.34,,2,,,,
S136799921,Canada Goose,Branta canadensis,319,10,US-UT,Garfield,L1141771,Bryce Canyon City Ponds,37.6713359,-112.1588767,2023-05-09,12:59 PM,eBird - Traveling Count,7,1,0.53,,2,,,,
S136809032,Cinnamon Teal,Spatula cyanoptera,451,1,US-UT,Garfield,L24177383,"Highway 89, Hatch, Utah, US (37.584, -112.477)",37.5842663,-112.4765437,2023-05-09,2:20 PM,eBird - Casual Observation,,0,,,3,,,,
S136808365,Mallard,Anas platyrhynchos,505,3,US-UT,Garfield,L24177245,"590 U.S. 89, Hatch, Utah, US (37.662, -112.429)",37.6615838,-112.4286844,2023-05-09,1:40 PM,eBird - Traveling Count,6,1,0.34,,2,,,,
S136799921,Mallard,Anas platyrhynchos,505,10,US-UT,Garfield,L1141771,Bryce Canyon City Ponds,37.6713359,-112.1588767,2023-05-09,12:59 PM,eBird - Traveling Count,7,1,0.53,,2,,,,
S136808365,Green-winged Teal,Anas crecca carolinensis,565,2,US-UT,Garfield,L24177245,"590 U.S. 89, Hatch, Utah, US (37.662, -112.429)",37.6615838,-112.4286844,2023-05-09,1:40 PM,eBird - Traveling Count,6,1,0.34,,2,,,,
S136799921,Red-breasted Merganser,Mergus serrator,716,1,US-UT,Garfield,L1141771,Bryce Canyon City Ponds,37.6713359,-112.1588767,2023-05-09,12:59 PM,eBird - Traveling Count,7,1,0.53,,2,,,,
S136850669,Gambel's Quail,Callipepla gambelii,1042,1,US-UT,Washington,L24184722,"221 Paradise Road, Springdale, Utah, US (37.193, -113.002)",37.1930067,-113.0024272,2023-05-09,7:55 PM,eBird - Traveling Count,11,1,0.23,,2,,,Mady,
S136799921,Black-necked Grebe,Podiceps nigricollis,1834,1,US-UT,Garfield,L1141771,Bryce Canyon City Ponds,37.6713359,-112.1588767,2023-05-09,12:59 PM,eBird - Traveling Count,7,1,0.53,,2,,,,
S136850669,Collared Dove,Streptopelia decaocto,2033,3,US-UT,Washington,L24184722,"221 Paradise Road, Springdale, Utah, US (37.193, -113.002)",37.1930067,-113.0024272,2023-05-09,7:55 PM,eBird - Traveling Count,11,1,0.23,,2,,,Mady,
S136850669,Mourning Dove,Zenaida macroura,2405,1,US-UT,Washington,L24184722,"221 Paradise Road, Springdale, Utah, US (37.193, -113.002)",37.1930067,-113.0024272,2023-05-09,7:55 PM,eBird - Traveling Count,11,1,0.23,,2,,,Mady,
S136783400,White-throated Swift,Aeronautes saxatalis,4102,5,US-UT,Garfield,L695960,Bryce Canyon NP--Bryce Point,37.6037943,-112.156409,2023-05-09,10:46 AM,eBird - Traveling Count,17,1,0.39,,3,,,,
S136797268,White-throated Swift,Aeronautes saxatalis,4102,2,US-UT,Garfield,L1179352,Bryce Canyon NP--North Campground to Bryce Point,37.6319067,-112.1648955,2023-05-09,12:15 PM,eBird - Traveling Count,30,1,1.1,,2,,,With mady,
S136797732,White-throated Swift,Aeronautes saxatalis,4102,5,US-UT,Garfield,L2354355,Bryce Canyon NP--Queen's Garden Trail,37.6204658,-112.1583617,2023-05-09,11:19 AM,eBird - Traveling Count,81,1,5.56,,1,,,AN,
