taxon_sort,common_name,scientific_name,species_code,aba,world_lifer,US_lifer,media_lifer,freq_US,freq_MI,freq_IN,freq_KS,freq_CO4,freq_TX,freq_AZ,freq_CA,freq_UT,freq_NV,freq_ID,freq_ND,freq_MT,freq_CO6,freq_WA,midwest,colorado,texas,arizona,california,mountainwest,cascadia,freq_max,Column1,Column2,target,region,exotic,vagrant,comment,Sensitive
6306,Black Guillemot ,Cepphus grylle,blkgui,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6313,Pigeon Guillemot ,Cepphus columba,piggui,1,1,1,1,0.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.20%,0.00%,0.00%,0.00%,0.00%,1.88%,0.00%,5.20%,5.20%,TRUE,514.12%,1,cascadia,,,,
6323,Marbled Murrelet ,Brachyramphus marmoratus,marmur,1,1,1,1,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.16%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,1.16%,1.16%,TRUE,575.89%,1,cascadia,,,Redwood just south of SF at dusk and dawn,
6325,Scripps's Murrelet ,Synthliboramphus scrippsi,xanmur2,2,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.07%,FALSE,700.00%,0,california,,,rare,
6328,Craveri's Murrelet ,Synthliboramphus craveri,cramur,3,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,rare,
6331,Ancient Murrelet ,Synthliboramphus antiquus,ancmur,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.02%,0.02%,TRUE,466.67%,0,,,,,
6336,Cassin's Auklet ,Ptychoramphus aleuticus,casauk,1,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.07%,0.19%,FALSE,511.54%,1,california,,,,
6339,Parakeet Auklet ,Aethia psittacula,parauk,2,1,1,1,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.02%,FALSE,700.00%,0,,,,,
6343,Rhinoceros Auklet ,Cerorhinca monocerata,rhiauk,1,1,1,1,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,2.44%,2.44%,TRUE,637.31%,1,cascadia,,,,
6345,Atlantic Puffin ,Fratercula arctica,atlpuf,1,,1,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,east coast,,,east coast only,
6349,Horned Puffin ,Fratercula corniculata,horpuf,1,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.02%,0.02%,TRUE,350.00%,0,,,,,
6350,Tufted Puffin ,Fratercula cirrhata,tufpuf,1,1,1,1,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.21%,0.21%,TRUE,506.90%,1,cascadia,,,,
6355,Black-legged Kittiwake ,Rissa tridactyla,bklkit,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,FALSE,700.00%,0,,,,,
6361,Sabine's Gull ,Xema sabini,sabgul,1,,1,,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.01%,0.00%,0.09%,FALSE,630.00%,0,,,,,
6368,Bonaparte's Gull ,Chroicocephalus philadelphia,bongul,1,,,,1.00%,4.76%,2.44%,3.24%,2.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.06%,0.20%,0.00%,0.00%,0.00%,4.76%,2.00%,0.00%,0.00%,1.00%,0.20%,0.00%,4.76%,FALSE,418.37%,0,,,,,
6386,Black-headed Gull ,Chroicocephalus ridibundus,bkhgul,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,FALSE,700.00%,0,,,,,
6392,Little Gull ,Hydrocoloeus minutus,litgul,2,,,,0.00%,0.02%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.02%,FALSE,376.19%,0,,,,,
6396,Laughing Gull ,Leucophaeus atricilla,laugul,1,,,,4.00%,0.00%,0.03%,0.00%,0.00%,17.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,17.00%,0.00%,0.00%,0.00%,0.00%,17.00%,FALSE,698.67%,0,,,,,
6400,Franklin's Gull ,Leucophaeus pipixcan,fragul,1,,1,1,0.73%,0.01%,0.04%,8.31%,5.93%,4.33%,0.32%,0.19%,4.96%,0.15%,2.46%,8.70%,3.89%,0.36%,0.12%,8.31%,5.93%,4.33%,0.32%,0.19%,8.70%,0.12%,8.70%,FALSE,218.28%,,,,,,
6418,Heermann's Gull ,Larus heermanni,heegul,1,1,1,1,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,1.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,0.00%,0.00%,0.00%,0.01%,1.76%,0.00%,0.63%,1.76%,FALSE,513.33%,1,california,,,,
6425,Short-billed Gull ,Larus brachyrhynchus,mewgul2,1,1,1,1,0.46%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.03%,0.00%,0.00%,0.04%,0.00%,0.08%,0.08%,TRUE,373.33%,1,cascadia,,,WT,
6427,Ring-billed Gull ,Larus delawarensis,ribgul,1,,,,7.00%,22.43%,9.81%,10.58%,11.00%,5.00%,1.00%,2.00%,4.00%,1.00%,6.62%,0.00%,8.00%,2.00%,4.00%,22.43%,11.00%,5.00%,1.00%,2.00%,8.00%,4.00%,22.43%,FALSE,293.86%,0,,,,,
6432,Western Gull ,Larus occidentalis,wesgul,1,1,1,1,1.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.73%,0.00%,0.00%,0.00%,0.00%,12.71%,0.00%,0.73%,12.71%,FALSE,661.98%,,,,,,
6435,Yellow-footed Gull ,Larus livens,yefgul,2,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.07%,FALSE,700.00%,1,california,,,Salton sea,
6437,California Gull ,Larus californicus,calgul,1,1,1,1,1.21%,0.00%,0.00%,0.00%,3.41%,0.01%,0.20%,8.15%,13.03%,2.70%,4.50%,3.56%,5.64%,2.15%,3.41%,0.00%,3.41%,0.01%,0.20%,8.15%,13.03%,3.41%,13.03%,FALSE,323.30%,,,,,,
6440,Herring Gull ,Larus argentatus,hergul,1,,,,5.00%,9.88%,1.76%,0.99%,1.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,9.88%,1.00%,3.00%,0.00%,0.00%,0.01%,0.00%,9.88%,FALSE,497.76%,0,,,,,
6460,Iceland Gull ,Larus glaucoides,y00478,1,,,,0.00%,0.11%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,FALSE,700.00%,0,,,,,
6469,Lesser Black-backed Gull ,Larus fuscus,lbbgul,2,,,,0.00%,0.28%,0.12%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.28%,FALSE,663.55%,0,,,,,
6482,Slaty-backed Gull ,Larus schistisagus,slbgul,3,1,1,1,0.01%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,FALSE,700.00%,0,,,,rare,
6484,Glaucous-winged Gull ,Larus glaucescens,glwgul,1,1,1,1,0.79%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,9.92%,0.00%,0.01%,0.00%,0.00%,0.76%,0.00%,9.92%,9.92%,TRUE,649.58%,1,cascadia,,,WT or northern CA,
6490,Glaucous Gull ,Larus hyperboreus,glagul,1,,,,0.00%,0.29%,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,FALSE,700.00%,0,,,,,
6499,Great Black-backed Gull ,Larus marinus,gbbgul,1,,,,2.00%,0.45%,0.13%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,FALSE,700.00%,0,,,,,
6503,Kelp Gull ,Larus dominicanus,kelgul,4,,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,rare,
6512,Brown Noddy ,Anous stolidus,brnnod,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6517,Black Noddy ,Anous minutus,blknod,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6547,Sooty Tern ,Onychoprion fuscatus,sooter1,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6556,Bridled Tern ,Onychoprion anaethetus,briter1,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6569,Least Tern ,Sternula antillarum,leater1,1,,,,1.00%,0.00%,0.00%,0.02%,0.00%,4.00%,0.00%,2.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.02%,0.00%,4.00%,0.00%,2.00%,0.71%,0.00%,4.00%,FALSE,415.84%,0,,,,,
6590,Gull-billed Tern ,Gelochelidon nilotica,gubter1,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,3.00%,FALSE,700.00%,0,,,,,
6598,Caspian Tern ,Hydroprogne caspia,caster1,1,,,,3.00%,3.02%,3.07%,0.10%,0.00%,3.00%,0.00%,7.00%,4.00%,1.00%,1.81%,1.04%,1.00%,0.00%,7.00%,3.07%,0.00%,3.00%,0.00%,7.00%,4.00%,7.00%,7.00%,TRUE,203.57%,0,,,,,
6600,Black Tern ,Chlidonias niger,blkter,1,,,,1.00%,0.01%,0.01%,0.04%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.84%,13.24%,1.00%,0.00%,1.00%,0.04%,0.00%,1.00%,0.00%,0.00%,13.24%,1.00%,13.24%,FALSE,606.45%,0,,,,,
6610,Roseate Tern ,Sterna dougallii,roster,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6623,Common Tern ,Sterna hirundo,comter,1,,,,1.00%,0.10%,0.09%,0.04%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.03%,1.96%,1.00%,0.00%,0.00%,0.10%,0.00%,2.00%,0.00%,0.00%,1.96%,0.00%,2.00%,FALSE,344.59%,0,,,,,
6630,Arctic Tern ,Sterna paradisaea,arcter,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6643,Forster's Tern ,Sterna forsteri,forter,1,,,,2.00%,1.93%,0.83%,3.36%,0.00%,7.00%,0.00%,5.00%,5.00%,1.00%,1.68%,6.91%,1.00%,0.00%,0.00%,3.36%,0.00%,7.00%,0.00%,5.00%,6.91%,0.00%,7.00%,FALSE,220.03%,0,,,,,
6654,Royal Tern ,Thalasseus maximus,royter1,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,6.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.00%,0.00%,1.00%,0.00%,0.00%,6.00%,FALSE,600.00%,0,,,,,
6660,Sandwich Tern ,Thalasseus sandvicensis,santer1,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,0.00%,0.00%,0.00%,3.00%,FALSE,700.00%,0,,,,,
6665,Elegant Tern ,Thalasseus elegans,eleter1,1,1,1,1,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,1.31%,0.00%,0.00%,1.31%,FALSE,655.00%,1,california,,,,
6680,Black Skimmer ,Rynchops niger,blkski,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,1.00%,0.00%,0.00%,3.00%,FALSE,525.00%,0,,,,,
6714,Red-throated Diver ,Gavia stellata,retloo,1,,,,0.00%,0.24%,0.31%,0.01%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.31%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,1.00%,FALSE,533.21%,0,,,,,
6715,Black-throated Diver ,Gavia arctica,arcloo,3,,1,,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.02%,FALSE,700.00%,0,,,,rare,
6718,Pacific Diver ,Gavia pacifica,pacloo,1,,,,0.00%,0.01%,0.03%,0.03%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,1.00%,0.01%,0.00%,1.00%,FALSE,673.34%,0,,,,,
6720,Great Northern Diver ,Gavia immer,comloo,1,,,,3.00%,7.11%,3.94%,2.14%,1.00%,1.00%,0.00%,1.00%,0.00%,0.00%,0.40%,0.72%,1.00%,0.00%,1.00%,7.11%,1.00%,1.00%,0.00%,1.00%,1.00%,1.00%,7.11%,FALSE,410.98%,0,,,,,
6721,White-billed Diver ,Gavia adamsii,yebloo,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0.00%,0.02%,FALSE,466.67%,0,colorado,,,"WT, but very rare",
6788,Laysan Albatross ,Phoebastria immutabilis,layalb,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.02%,FALSE,700.00%,0,,,,,
6789,Black-footed Albatross ,Phoebastria nigripes,bkfalb,1,1,1,1,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.04%,0.18%,FALSE,572.73%,0,california,,,,
6794,Wilson's Storm-Petrel ,Oceanites oceanicus,wispet,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6829,Fork-tailed Storm-Petrel ,Hydrobates furcatus,ftspet,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.04%,0.06%,FALSE,420.00%,0,"california, cascadia",,,,
6833,Leach's Storm-Petrel ,Hydrobates leucorhous,lcspet,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6843,Ashy Storm-Petrel ,Hydrobates homochroa,asspet,2,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.08%,FALSE,700.00%,0,,,,,
6844,Band-rumped Storm-Petrel ,Hydrobates castro,barpet,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6854,Black Storm-Petrel ,Hydrobates melania,bkspet,2,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.11%,FALSE,700.00%,1,california,,,"hard, only from a few point aroudn LA",
6869,Northern Fulmar ,Fulmarus glacialis,norful,1,,1,,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.03%,0.14%,FALSE,576.47%,1,california,,,hard,
6894,Murphy's Petrel ,Pterodroma ultima,murpet,3,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,0.03%,FALSE,700.00%,0,california,,,rare,
6909,Black-capped Petrel ,Pterodroma hasitata,bkcpet,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6918,Hawaiian Petrel ,Pterodroma sandwichensis,hawpet1,2,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,,
6925,Cook's Petrel ,Pterodroma cookii,coopet,3,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.02%,FALSE,700.00%,0,,,,,
6973,Cory's Shearwater ,Calonectris diomedea,corshe,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6978,Pink-footed Shearwater ,Ardenna creatopus,pifshe,1,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.04%,0.24%,FALSE,600.00%,1,california,,,,
6979,Flesh-footed Shearwater ,Ardenna carneipes,flfshe,3,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.01%,FALSE,700.00%,0,california,,,rare,
6980,Great Shearwater ,Ardenna gravis,greshe,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
6985,Buller's Shearwater ,Ardenna bulleri,bulshe,2,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,rare,
6986,Sooty Shearwater ,Ardenna grisea,sooshe,1,,,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,1.00%,FALSE,700.00%,0,,,,,
6993,Manx Shearwater ,Puffinus puffinus,manshe,2,,,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7005,Black-vented Shearwater ,Puffinus opisthomelas,bkvshe,2,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.11%,FALSE,700.00%,1,california,,,hard,
7018,Audubon's Shearwater ,Puffinus lherminieri,audshe,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7075,Wood Stork ,Mycteria americana,woosto,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7089,Magnificent Frigatebird ,Fregata magnificens,magfri,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7101,Masked Booby ,Sula dactylatra,masboo,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
7106,Nazca Booby ,Sula granti,nazboo1,4,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,1,rare,
7112,Brown Booby ,Sula leucogaster,brnboo,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
