taxon_sort,common_name,scientific_name,species_code,aba,world_lifer,US_lifer,media_lifer,freq_US,freq_MI,freq_IN,freq_KS,freq_CO4,freq_TX,freq_AZ,freq_CA,freq_UT,freq_NV,freq_ID,freq_ND,freq_MT,freq_CO6,freq_WA,midwest,colorado,texas,arizona,california,mountainwest,cascadia,freq_max,Column1,Column2,target,region,exotic,vagrant,comment,Sensitive
10817,Red-naped Sapsucker ,Sphyrapicus nuchalis,rensap,1,1,1,1,0.30%,0.00%,0.00%,0.00%,0.98%,0.02%,0.38%,0.02%,2.57%,0.95%,5.21%,0.00%,7.13%,3.23%,2.18%,0.00%,0.98%,0.02%,0.38%,0.02%,7.13%,2.18%,7.13%,FALSE,466.01%,1,mountainwest,,,,
10820,Red-breasted Sapsucker ,Sphyrapicus ruber,rebsap,1,1,1,1,0.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.29%,0.00%,1.23%,0.00%,0.00%,0.00%,0.00%,6.45%,0.00%,0.00%,0.00%,0.00%,2.29%,1.23%,6.45%,6.45%,TRUE,452.86%,1,cascadia,,,,
10831,Lewis's Woodpecker ,Melanerpes lewis,lewwoo,1,1,1,1,0.20%,0.00%,0.00%,0.00%,0.48%,0.02%,0.34%,0.34%,0.22%,0.60%,2.09%,0.01%,2.02%,1.41%,1.00%,0.00%,0.48%,0.02%,0.34%,0.34%,2.09%,1.00%,2.09%,FALSE,342.62%,1,colorado,,,,
10834,Red-headed Woodpecker ,Melanerpes erythrocephalus,rehwoo,1,,,,3.00%,1.18%,8.16%,4.20%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.01%,2.08%,0.00%,1.00%,0.00%,8.16%,0.00%,1.00%,0.00%,0.00%,2.08%,0.00%,8.16%,FALSE,508.19%,0,,,,,
10835,Acorn Woodpecker ,Melanerpes formicivorus,acowoo,1,1,1,1,2.07%,0.00%,0.00%,0.00%,0.01%,0.63%,16.90%,18.44%,0.06%,0.02%,0.00%,0.00%,0.00%,0.06%,0.09%,0.00%,0.01%,0.63%,16.90%,18.44%,0.06%,0.09%,18.44%,FALSE,357.27%,,,,,,
10865,Gila Woodpecker ,Melanerpes uropygialis,gilwoo,1,1,1,1,0.84%,0.00%,0.00%,0.00%,0.00%,0.00%,29.16%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.16%,0.07%,0.00%,0.00%,29.16%,FALSE,698.32%,,,,,,
10871,Golden-fronted Woodpecker ,Melanerpes aurifrons,gofwoo,1,1,1,1,0.57%,0.00%,0.00%,0.00%,0.00%,10.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.74%,0.00%,0.00%,0.00%,0.00%,10.74%,FALSE,700.00%,,,,,,
10887,Red-bellied Woodpecker ,Melanerpes carolinus,rebwoo,1,,,,24.00%,33.16%,43.98%,31.83%,0.00%,15.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.14%,0.00%,0.00%,0.00%,43.98%,0.00%,15.00%,0.00%,0.00%,1.14%,0.00%,43.98%,FALSE,512.08%,0,,,,,
10904,American Three-toed Woodpecker ,Picoides dorsalis,attwoo1,2,,1,,0.05%,0.00%,0.00%,0.00%,0.23%,0.00%,0.07%,0.00%,1.06%,0.03%,0.41%,0.00%,0.85%,0.77%,0.22%,0.00%,0.23%,0.00%,0.07%,0.00%,1.06%,0.22%,1.06%,FALSE,469.62%,1,colorado,,,,
10908,Black-backed Woodpecker ,Picoides arcticus,bkbwoo,2,,,,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,0.30%,FALSE,680.54%,0,,,,,
11083,Downy Woodpecker ,Dryobates pubescens,dowwoo,1,,,,23.00%,36.30%,43.80%,27.34%,13.00%,10.00%,0.00%,7.00%,6.00%,2.00%,4.95%,6.69%,6.00%,8.00%,9.00%,43.80%,13.00%,10.00%,0.00%,7.00%,6.69%,9.00%,43.80%,FALSE,342.61%,0,,,,,
11093,Nuttall's Woodpecker ,Dryobates nuttallii,nutwoo,1,1,1,1,1.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.22%,0.00%,0.00%,18.22%,FALSE,700.00%,,,,,,
11095,Ladder-backed Woodpecker ,Dryobates scalaris,labwoo,1,1,1,1,1.17%,0.00%,0.00%,0.03%,0.47%,8.69%,15.00%,0.74%,0.47%,1.16%,0.00%,0.00%,0.00%,0.17%,0.00%,0.03%,0.47%,8.69%,15.00%,0.74%,1.16%,0.00%,15.00%,FALSE,402.49%,,,,,,
11109,Red-cockaded Woodpecker ,Dryobates borealis,recwoo,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,,,,
11110,Hairy Woodpecker ,Dryobates villosus,haiwoo,1,,,,8.00%,14.27%,13.63%,6.71%,4.00%,0.00%,5.00%,6.00%,5.00%,4.00%,4.78%,6.55%,6.00%,6.00%,6.00%,14.27%,4.00%,0.00%,5.00%,6.00%,6.55%,6.00%,14.27%,FALSE,238.86%,0,,,,,
11134,White-headed Woodpecker ,Dryobates albolarvatus,whhwoo,1,1,1,1,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.40%,0.00%,1.53%,0.24%,0.00%,0.00%,0.00%,0.59%,0.00%,0.00%,0.00%,0.00%,2.40%,1.53%,0.59%,2.40%,FALSE,371.68%,1,california,,,,
11144,Arizona Woodpecker ,Dryobates arizonae,ariwoo,2,1,1,1,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.60%,0.00%,0.00%,0.00%,4.60%,FALSE,700.00%,1,arizona,,,,
11435,Pileated Woodpecker ,Dryocopus pileatus,pilwoo,1,,,,8.00%,8.56%,18.47%,3.89%,0.00%,3.00%,0.00%,2.00%,0.00%,0.00%,2.57%,1.01%,3.00%,0.00%,5.00%,18.47%,0.00%,3.00%,0.00%,2.00%,3.00%,5.00%,18.47%,FALSE,410.84%,0,,,,,
11572,Northern Flicker ,Colaptes auratus,norfli,1,,,,18.00%,31.67%,26.06%,18.41%,35.00%,1.00%,11.00%,12.00%,15.00%,11.00%,20.19%,13.32%,25.00%,28.00%,27.00%,31.67%,35.00%,1.00%,11.00%,12.00%,25.00%,27.00%,35.00%,FALSE,171.72%,0,,,,,
11586,Gilded Flicker ,Colaptes chrysoides,gilfli,2,1,1,1,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,3.28%,0.01%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.28%,0.01%,0.04%,0.00%,3.28%,FALSE,689.49%,1,arizona,,,,
11633,Crested Caracara ,Caracara plancus,y00678,2,,,1,0.00%,0.00%,0.00%,0.00%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%,8.00%,FALSE,700.00%,0,,,,,
11697,American Kestrel ,Falco sparverius,amekes,1,,,,4.00%,4.39%,4.10%,9.17%,15.00%,3.00%,5.00%,6.00%,9.00%,7.00%,13.28%,4.29%,9.00%,9.00%,5.00%,9.17%,15.00%,3.00%,5.00%,6.00%,13.28%,5.00%,15.00%,FALSE,186.01%,0,,,,,
11731,Merlin ,Falco columbarius,merlin,1,,,,1.00%,1.59%,0.41%,0.47%,1.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,1.59%,1.00%,1.00%,0.00%,0.00%,0.06%,0.00%,1.59%,FALSE,304.96%,0,,,,,
11759,Aplomado Falcon ,Falco femoralis,aplfal,3,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.24%,FALSE,700.00%,1,texas,,,,
11780,Gyr Falcon ,Falco rusticolus,gyrfal,2,,,,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,FALSE,700.00%,0,,,,,1
11781,Peregrine Falcon ,Falco peregrinus,perfal,1,,,,1.00%,0.56%,0.63%,0.99%,1.00%,1.00%,1.00%,2.00%,1.00%,0.00%,0.38%,0.18%,1.00%,1.00%,1.00%,0.99%,1.00%,1.00%,1.00%,2.00%,1.00%,1.00%,2.00%,FALSE,175.11%,0,,,,,
11805,Prairie Falcon ,Falco mexicanus,prafal,1,1,1,1,0.15%,0.00%,0.00%,0.15%,1.09%,0.03%,0.39%,0.31%,0.74%,1.02%,1.49%,0.31%,0.78%,0.94%,0.31%,0.15%,1.09%,0.03%,0.39%,0.31%,1.49%,0.31%,1.49%,FALSE,276.77%,1,midwest,,,,
11886,Cockatiel ,Nymphicus hollandicus,cockat,0,,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,california,X,,"sporadic (also in phoenix) , no clear good location",
12019,Ring-necked Parakeet ,Psittacula krameri,rorpar,2,,,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,N,,,
12219,Budgerigar ,Melopsittacus undulatus,budger,0,,1,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,0.01%,TRUE,299.15%,0,,X,,,
12407,Rosy-faced Lovebird ,Agapornis roseicollis,peflov,2,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,1.79%,FALSE,700.00%,1,arizona,N,,,
12411,Yellow-collared Lovebird ,Agapornis personatus,yeclov,0,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,FALSE,700.00%,1,arizona,X,,localized in Phoenix,
12477,Monk Parakeet ,Myiopsitta monachus,monpar,2,,,,0.00%,0.00%,0.04%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,1.00%,FALSE,674.76%,0,,N,,,
12487,White-winged Parakeet ,Brotogeris versicolurus,whwpar,2,,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,1,"FL, california",X,,"rare, difficult maybe one park",
12488,Yellow-chevroned Parakeet ,Brotogeris chiriri,yecpar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12563,Red-crowned Parrot ,Amazona viridigenalis,recpar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,0.00%,0.00%,1.00%,FALSE,700.00%,0,,N,,,
12564,Lilac-crowned Parrot ,Amazona finschi,licpar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,1,california,N,,"seen in florida, but exotic there… ",
12566,Red-lored Parrot ,Amazona autumnalis,relpar,0,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.02%,0.00%,0.00%,0.05%,FALSE,500.00%,1,texas,P,,,
12582,Yellow-headed Parrot ,Amazona oratrix,yehpar,0,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.06%,0.00%,0.00%,0.06%,FALSE,420.00%,1,"texas,california",X,,LA,
12600,White-fronted Parrot ,Amazona albifrons,whfpar1,0,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.04%,FALSE,700.00%,1,texas,P,,,
12627,Orange-winged Parrot ,Amazona amazonica,orwpar,0,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12778,Nanday Parakeet ,Aratinga nenday,bkhpar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,N,,,
12790,Blue-and-yellow Macaw ,Ara ararauna,baymac,0,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12792,Chestnut-fronted Macaw ,Ara severus,chfmac1,0,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12814,Blue-crowned Parakeet ,Thectocercus acuticaudatus,bucpar,0,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12828,Green Parakeet ,Psittacara holochlorus,grnpar,2,1,1,1,0.02%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.44%,FALSE,700.00%,1,texas,N,,,
12846,Mitred Parakeet ,Psittacara mitratus,mitpar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
12853,Red-masked Parakeet ,Psittacara erythrogenys,rempar,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,N,,,
12855,White-eyed Parakeet ,Psittacara leucophthalmus,whepar2,0,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,TRUE,#DIV/0!,0,,P,,,
15664,Rose-throated Becard ,Pachyramphus aglaiae,rotbec,3,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.01%,0.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.47%,0.00%,0.00%,0.00%,0.47%,FALSE,685.42%,1,texas,,,,
16132,Northern Beardless-Tyrannulet ,Camptostoma imberbe,nobtyr,2,1,1,1,0.09%,0.00%,0.00%,0.00%,0.00%,0.44%,2.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.44%,2.54%,0.00%,0.00%,0.00%,2.54%,FALSE,596.64%,1,texas,,,,
16460,Tufted Flycatcher ,Mitrephanes phaeocercus,tuffly,4,1,1,1,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.24%,FALSE,700.00%,1,arizona,,,"rare, but usually long-stayer",
16467,Olive-sided Flycatcher ,Contopus cooperi,olsfly,1,,,,1.00%,0.00%,0.00%,0.01%,0.00%,0.00%,2.00%,6.00%,2.00%,2.00%,2.77%,0.22%,3.00%,2.00%,6.00%,0.01%,0.00%,0.00%,2.00%,6.00%,3.00%,6.00%,6.00%,TRUE,246.84%,0,,,,,
16469,Greater Pewee ,Contopus pertinax,grepew,2,1,1,1,0.05%,0.00%,0.00%,0.00%,0.00%,0.01%,2.32%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,2.32%,0.00%,0.00%,0.00%,2.32%,FALSE,697.00%,1,arizona,,,,
16489,Western Wood-Pewee ,Contopus sordidulus,wewpew,1,1,1,1,2.51%,0.00%,0.00%,0.00%,0.00%,0.14%,15.76%,12.51%,12.15%,12.34%,17.16%,2.00%,22.94%,21.05%,20.53%,0.00%,0.00%,0.14%,15.76%,12.51%,22.94%,20.53%,22.94%,FALSE,223.39%,,,,,,
16501,Eastern Wood-Pewee ,Contopus virens,eawpew,1,,,,7.00%,0.00%,0.38%,0.23%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.44%,0.00%,0.00%,0.00%,0.38%,0.00%,6.00%,0.00%,0.00%,6.44%,0.00%,6.44%,FALSE,351.60%,0,,,,,
16526,Yellow-bellied Flycatcher ,Empidonax flaviventris,yebfly,1,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.24%,FALSE,700.00%,0,,,,,
16527,Acadian Flycatcher ,Empidonax virescens,acafly,1,,,,2.00%,0.00%,0.15%,0.01%,0.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.15%,0.00%,2.00%,0.00%,0.00%,0.01%,0.00%,2.00%,FALSE,649.35%,0,,,,,
16528,Alder Flycatcher ,Empidonax alnorum,aldfly,1,,,,1.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,1.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.54%,0.00%,1.54%,FALSE,700.00%,0,,,,,
16529,Willow Flycatcher ,Empidonax traillii,wilfly,1,,,,2.00%,0.00%,0.00%,0.01%,0.00%,0.00%,1.00%,2.00%,3.00%,1.00%,7.88%,7.40%,9.00%,1.00%,16.00%,0.01%,0.00%,0.00%,1.00%,2.00%,9.00%,16.00%,16.00%,TRUE,399.91%,0,,,,,
16540,Least Flycatcher ,Empidonax minimus,leafly,1,,,,3.00%,0.12%,0.55%,1.04%,0.00%,1.00%,0.00%,0.00%,0.00%,0.00%,1.19%,18.87%,8.00%,1.00%,1.00%,1.04%,0.00%,1.00%,0.00%,0.00%,18.87%,1.00%,18.87%,FALSE,602.88%,0,,,,,
16541,Hammond's Flycatcher ,Empidonax hammondii,hamfly,1,1,1,1,0.51%,0.00%,0.00%,0.00%,0.00%,0.03%,2.22%,1.21%,1.27%,0.32%,5.36%,0.00%,5.12%,1.86%,4.55%,0.00%,0.00%,0.03%,2.22%,1.21%,5.36%,4.55%,5.36%,FALSE,280.63%,,,,,,
16542,Grey Flycatcher ,Empidonax wrightii,gryfly,1,1,1,1,0.32%,0.00%,0.00%,0.00%,0.29%,0.12%,1.92%,0.77%,1.40%,5.73%,1.11%,0.00%,0.20%,0.57%,0.70%,0.00%,0.29%,0.12%,1.92%,0.77%,5.73%,0.70%,5.73%,FALSE,420.88%,1,mountainwest,,,,
16543,Dusky Flycatcher ,Empidonax oberholseri,dusfly,1,1,1,1,0.60%,0.00%,0.00%,0.00%,0.03%,0.09%,1.92%,2.28%,5.56%,5.71%,7.06%,0.00%,7.52%,3.76%,2.78%,0.00%,0.03%,0.09%,1.92%,2.28%,7.52%,2.78%,7.52%,FALSE,360.05%,,,,,,
16546,Pine Flycatcher ,Empidonax affinis,pinfly1,5,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.19%,FALSE,700.00%,0,arizona,,,"rare, but usually long-stayer",
16552,Pacific-slope Flycatcher ,Empidonax difficilis,pasfly,1,1,1,1,1.78%,0.00%,0.00%,0.00%,0.00%,0.00%,2.14%,16.28%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,15.69%,0.00%,0.00%,0.00%,2.14%,16.28%,0.15%,15.69%,16.28%,FALSE,332.63%,,,,,,
16556,Cordilleran Flycatcher ,Empidonax occidentalis,corfly,1,1,1,1,0.33%,0.00%,0.00%,0.00%,0.00%,0.06%,4.48%,0.04%,4.77%,1.32%,4.15%,0.00%,3.43%,11.07%,0.07%,0.00%,0.00%,0.06%,4.48%,0.04%,4.77%,0.07%,4.77%,FALSE,354.46%,,,,,,
16565,Buff-breasted Flycatcher ,Empidonax fulvifrons,bubfly,2,1,1,1,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,1.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.16%,0.00%,0.00%,0.00%,1.16%,FALSE,700.00%,1,arizona,,,,
16574,Black Phoebe ,Sayornis nigricans,blkpho,1,1,1,1,3.00%,0.00%,0.00%,0.01%,0.79%,0.79%,9.05%,31.47%,1.93%,3.05%,0.00%,0.00%,0.00%,0.46%,0.21%,0.01%,0.79%,0.79%,9.05%,31.47%,3.05%,0.21%,31.47%,FALSE,485.58%,,,,,,
16583,Eastern Phoebe ,Sayornis phoebe,easpho,1,,,,12.00%,16.07%,20.04%,20.04%,1.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.81%,0.00%,0.00%,0.00%,20.04%,1.00%,8.00%,0.00%,0.00%,2.81%,0.00%,20.04%,FALSE,440.44%,0,,,,,
16585,Say's Phoebe ,Sayornis saya,saypho,1,1,1,1,1.88%,0.07%,0.00%,1.14%,18.59%,1.21%,11.93%,3.65%,6.53%,7.33%,3.28%,4.93%,2.69%,10.19%,3.02%,1.14%,18.59%,1.21%,11.93%,3.65%,7.33%,3.02%,18.59%,FALSE,277.64%,,,,,,
16604,Vermilion Flycatcher ,Pyrocephalus rubinus,verfly,1,1,1,1,0.68%,0.04%,0.00%,0.03%,0.11%,2.69%,15.01%,0.61%,0.18%,0.47%,0.00%,0.00%,0.00%,0.02%,0.00%,0.04%,0.11%,2.69%,15.01%,0.61%,0.47%,0.00%,15.01%,FALSE,555.18%,,,,,,
16859,Dusky-capped Flycatcher ,Myiarchus tuberculifer,ducfly,2,1,1,1,0.21%,0.00%,0.00%,0.00%,0.00%,0.02%,9.09%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,9.09%,0.00%,0.01%,0.00%,9.09%,FALSE,697.70%,,,,,,
16898,Ash-throated Flycatcher ,Myiarchus cinerascens,astfly,1,1,1,1,2.09%,0.00%,0.00%,0.04%,0.15%,4.14%,18.67%,13.56%,4.73%,7.48%,0.65%,0.00%,0.01%,2.07%,0.49%,0.04%,0.15%,4.14%,18.67%,13.56%,7.48%,0.49%,18.67%,FALSE,293.50%,,,,,,
16901,Nutting's Flycatcher ,Myiarchus nuttingi,nutfly,4,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.08%,FALSE,700.00%,0,arizona,,,rare,
16907,Great Crested Flycatcher ,Myiarchus crinitus,grcfly,1,,,,11.00%,0.23%,2.49%,3.39%,0.00%,8.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.57%,0.00%,0.00%,0.00%,3.39%,0.00%,8.00%,0.00%,0.00%,5.57%,0.00%,8.00%,FALSE,330.19%,0,,,,,
16908,Brown-crested Flycatcher ,Myiarchus tyrannulus,bncfly,1,1,1,1,0.50%,0.00%,0.00%,0.00%,0.00%,3.38%,15.03%,0.27%,0.23%,0.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.38%,15.03%,0.27%,0.79%,0.00%,15.03%,FALSE,540.37%,,,,,,
16941,Great Kiskadee ,Pitangus sulphuratus,grekis,2,1,1,1,0.26%,0.00%,0.00%,0.00%,0.00%,5.98%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.98%,0.00%,0.00%,0.00%,0.00%,5.98%,FALSE,700.00%,,,,,,
17011,Sulphur-bellied Flycatcher ,Myiodynastes luteiventris,subfly,2,1,1,1,0.04%,0.00%,0.00%,0.00%,0.00%,0.01%,1.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,1.87%,0.00%,0.00%,0.00%,1.87%,FALSE,696.28%,1,arizona,,,,
17025,Tropical Kingbird ,Tyrannus melancholicus,trokin,2,,,,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,2.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,2.00%,0.00%,0.00%,0.00%,2.00%,FALSE,466.67%,0,,,,,
